Id,SalePrice
1668,136500.0
1669,226000.0
1670,139600.0
1671,426000.0
1672,555000.0
1673,187500.0
1674,230000.0
1675,130000.0
1676,196000.0
1677,152000.0
1678,386250.0
1679,268000.0
1680,318061.0
1681,222000.0
1682,228000.0
1683,171750.0
1684,155835.0
1685,215200.0
1686,164000.0
1687,173900.0
1688,183200.0
1689,187000.0
1690,178900.0
1691,116000.0
1692,153900.0
1693,167500.0
1694,171000.0
1695,180000.0
1696,185000.0
1697,180000.0
1698,175000.0
1699,190000.0
1700,287000.0
1701,190000.0
1702,221500.0
1703,213250.0
1704,165500.0
1705,181900.0
1706,137900.0
1707,189000.0
1708,239799.0
1709,274000.0
1710,156500.0
1711,165000.0
1712,318061.0
1713,232000.0
1714,153500.0
1715,227000.0
1716,173000.0
1717,141000.0
1718,158000.0
1719,212000.0
1720,214000.0
1721,142500.0
1722,142500.0
1723,142500.0
1724,190000.0
1725,238000.0
1726,125500.0
1727,139000.0
1728,173900.0
1729,105000.0
1730,236000.0
1731,143250.0
1732,62383.0
1733,128700.0
1734,147000.0
1735,129000.0
1736,129000.0
1737,301500.0
1738,248000.0
1739,151400.0
1740,275000.0
1741,185000.0
1742,160000.0
1743,183900.0
1744,143900.0
1745,377500.0
1746,139000.0
1747,104900.0
1748,337000.0
1749,167900.0
1750,143000.0
1751,265979.0
1752,127000.0
1753,153000.0
1754,129500.0
1755,170000.0
1756,120000.0
1757,88000.0
1758,144000.0
1759,139600.0
1760,176432.0
1761,176485.0
1762,195000.0
1763,250000.0
1764,128500.0
1765,127500.0
1766,205000.0
1767,169000.0
1768,124000.0
1769,164500.0
1770,135500.0
1771,148000.0
1772,185500.0
1773,146000.0
1774,216837.0
1775,154500.0
1776,160000.0
1777,109500.0
1778,156000.0
1779,136900.0
1780,179900.0
1781,146000.0
1782,134900.0
1783,106250.0
1784,186500.0
1785,91000.0
1786,126000.0
1787,119500.0
1788,89000.0
1789,82500.0
1790,110000.0
1791,200000.0
1792,163000.0
1793,250000.0
1794,127000.0
1795,155000.0
1796,152000.0
1797,73000.0
1798,90000.0
1799,72500.0
1800,153900.0
1801,163000.0
1802,154500.0
1803,140000.0
1804,124000.0
1805,91300.0
1806,79000.0
1807,310000.0
1808,112000.0
1809,132000.0
1810,115000.0
1811,225000.0
1812,127500.0
1813,128000.0
1814,134900.0
1815,89000.0
1816,109500.0
1817,187000.0
1818,179500.0
1819,146000.0
1820,177250.0
1821,127000.0
1822,178900.0
1823,85000.0
1824,202500.0
1825,159000.0
1826,132500.0
1827,117000.0
1828,133000.0
1829,140000.0
1830,155000.0
1831,337000.0
1832,159000.0
1833,162900.0
1834,93000.0
1835,135900.0
1836,199900.0
1837,103200.0
1838,167500.0
1839,90350.0
1840,179000.0
1841,154000.0
1842,185000.0
1843,131500.0
1844,124000.0
1845,231500.0
1846,175000.0
1847,410000.0
1848,95000.0
1849,157000.0
1850,128000.0
1851,87000.0
1852,118000.0
1853,135875.0
1854,146800.0
1855,170000.0
1856,190000.0
1857,104900.0
1858,226000.0
1859,118911.0
1860,194500.0
1861,118911.0
1862,190000.0
1863,177000.0
1864,177000.0
1865,232000.0
1866,232000.0
1867,191000.0
1868,280000.0
1869,193879.0
1870,147500.0
1871,203000.0
1872,179900.0
1873,168000.0
1874,128900.0
1875,169000.0
1876,252678.0
1877,226000.0
1878,230500.0
1879,142500.0
1880,142000.0
1881,136905.0
1882,164000.0
1883,125000.0
1884,223500.0
1885,260000.0
1886,319000.0
1887,392000.0
1888,213250.0
1889,156932.0
1890,142000.0
1891,144333.33333333334
1892,105000.0
1893,164900.0
1894,240000.0
1895,232000.0
1896,227000.0
1897,127000.0
1898,40000.0
1899,149350.0
1900,120000.0
1901,152000.0
1902,108959.0
1903,177000.0
1904,147000.0
1905,271000.0
1906,160000.0
1907,335000.0
1908,91000.0
1909,124000.0
1910,124000.0
1911,142000.0
1912,217000.0
1913,124500.0
1914,79000.0
1915,275000.0
1916,143000.0
1917,235000.0
1918,119500.0
1919,171500.0
1920,239000.0
1921,253293.0
1922,259000.0
1923,165000.0
1924,259000.0
1925,252000.0
1926,394617.0
1927,178400.0
1928,348000.0
1929,85000.0
1930,118000.0
1931,112500.0
1932,120000.0
1933,152000.0
1934,252678.0
1935,116000.0
1936,220000.0
1937,231500.0
1938,137500.0
1939,278000.0
1940,192000.0
1941,172500.0
1942,128500.0
1943,180000.0
1944,268000.0
1945,190000.0
1946,143000.0
1947,328900.0
1948,277000.0
1949,337500.0
1950,157000.0
1951,210000.0
1952,312500.0
1953,155000.0
1954,200000.0
1955,167500.0
1956,118000.0
1957,175000.0
1958,335000.0
1959,136000.0
1960,82000.0
1961,129000.0
1962,100500.0
1963,106000.0
1964,115750.0
1965,155000.0
1966,144000.0
1967,275000.0
1968,386250.0
1969,440000.0
1970,314813.0
1971,262000.0
1972,90000.0
1973,124500.0
1974,341000.0
1975,217000.0
1976,239000.0
1977,295000.0
1978,235000.0
1979,241500.0
1980,164900.0
1981,319900.0
1982,254000.0
1983,254000.0
1984,154000.0
1985,215000.0
1986,175900.0
1987,167240.0
1988,163900.0
1989,205950.0
1990,208500.0
1991,130000.0
1992,179000.0
1993,174000.0
1994,165150.0
1995,171000.0
1996,266500.0
1997,159500.0
1998,369900.0
1999,310000.0
2000,285000.0
2001,176000.0
2002,271000.0
2003,161500.0
2004,176500.0
2005,167000.0
2006,250580.0
2007,174000.0
2008,185000.0
2009,187000.0
2010,154000.0
2011,142000.0
2012,124000.0
2013,118500.0
2014,168500.0
2015,152000.0
2016,171000.0
2017,183500.0
2018,145000.0
2019,124500.0
2020,106500.0
2021,103000.0
2022,187100.0
2023,64500.0
2024,260000.0
2025,144000.0
2026,167240.0
2027,147576.0
2028,176000.0
2029,179400.0
2030,235000.0
2031,153500.0
2032,196000.0
2033,234000.0
2034,176000.0
2035,212000.0
2036,132500.0
2037,132500.0
2038,215000.0
2039,235000.0
2040,115000.0
2041,215000.0
2042,175000.0
2043,180500.0
2044,160000.0
2045,260000.0
2046,150000.0
2047,215200.0
2048,110000.0
2049,160000.0
2050,225000.0
2051,85000.0
2052,160000.0
2053,223500.0
2054,60000.0
2055,139000.0
2056,161500.0
2057,133000.0
2058,240000.0
2059,144000.0
2060,182900.0
2061,325000.0
2062,155000.0
2063,97000.0
2064,124000.0
2065,151500.0
2066,312500.0
2067,367294.0
2068,314813.0
2069,130000.0
2070,105900.0
2071,86000.0
2072,179900.0
2073,128500.0
2074,200141.0
2075,119200.0
2076,105000.0
2077,155000.0
2078,89500.0
2079,105500.0
2080,139000.0
2081,149000.0
2082,125000.0
2083,90000.0
2084,107500.0
2085,141000.0
2086,162000.0
2087,108000.0
2088,116000.0
2089,80000.0
2090,93000.0
2091,140000.0
2092,179500.0
2093,127500.0
2094,113000.0
2095,181000.0
2096,142000.0
2097,66500.0
2098,80000.0
2099,60000.0
2100,220000.0
2101,199900.0
2102,114504.0
2103,95000.0
2104,260000.0
2105,107400.0
2106,110000.0
2107,234000.0
2108,143250.0
2109,155000.0
2110,152000.0
2111,177000.0
2112,135000.0
2113,105000.0
2114,128000.0
2115,88000.0
2116,120000.0
2117,107500.0
2118,107400.0
2119,88000.0
2120,88000.0
2121,107900.0
2122,106000.0
2123,132500.0
2124,162900.0
2125,129900.0
2126,184000.0
2127,177000.0
2128,161000.0
2129,133900.0
2130,132000.0
2131,162900.0
2132,197900.0
2133,109500.0
2134,103600.0
2135,109000.0
2136,178000.0
2137,137500.0
2138,223500.0
2139,141000.0
2140,134500.0
2141,133700.0
2142,153500.0
2143,108000.0
2144,142500.0
2145,105000.0
2146,235000.0
2147,180000.0
2148,227000.0
2149,114500.0
2150,157500.0
2151,66500.0
2152,157500.0
2153,233170.0
2154,116050.0
2155,158000.0
2156,176000.0
2157,147000.0
2158,240000.0
2159,126000.0
2160,120000.0
2161,232000.0
2162,217000.0
2163,236500.0
2164,180000.0
2165,136905.0
2166,128900.0
2167,250580.0
2168,219500.0
2169,141000.0
2170,188700.0
2171,142000.0
2172,134000.0
2173,256300.0
2174,126000.0
2175,165000.0
2176,275000.0
2177,281213.0
2178,196500.0
2179,144433.33333333334
2180,216837.0
2181,244600.0
2182,239000.0
2183,144000.0
2184,171000.0
2185,133000.0
2186,125000.0
2187,152000.0
2188,103600.0
2189,184750.0
2190,82000.0
2191,82000.0
2192,120500.0
2193,80000.0
2194,263435.0
2195,119500.0
2196,132500.0
2197,127000.0
2198,259500.0
2199,124500.0
2200,122900.0
2201,158900.0
2202,119500.0
2203,187000.0
2204,104900.0
2205,84900.0
2206,118000.0
2207,250000.0
2208,190000.0
2209,335000.0
2210,91000.0
2211,119500.0
2212,73000.0
2213,119500.0
2214,79900.0
2215,120000.0
2216,287000.0
2217,80000.0
2218,105000.0
2219,148800.0
2220,35311.0
2221,275000.0
2222,275000.0
2223,301500.0
2224,108000.0
2225,237000.0
2226,147000.0
2227,246578.0
2228,262280.0
2229,219500.0
2230,178000.0
2231,112000.0
2232,315500.0
2233,108959.0
2234,182900.0
2235,193500.0
2236,180000.0
2237,394617.0
2238,126000.0
2239,147000.0
2240,199900.0
2241,142000.0
2242,127000.0
2243,127000.0
2244,83000.0
2245,92000.0
2246,84500.0
2247,83500.0
2248,138000.0
2249,128000.0
2250,230000.0
2251,185000.0
2252,239000.0
2253,215200.0
2254,220000.0
2255,181000.0
2256,185000.0
2257,175000.0
2258,137500.0
2259,189950.0
2260,84500.0
2261,207500.0
2262,187500.0
2263,258000.0
2264,375000.0
2265,112000.0
2266,230000.0
2267,217000.0
2268,253293.0
2269,271000.0
2270,130500.0
2271,325000.0
2272,228000.0
2273,137500.0
2274,140000.0
2275,155000.0
2276,145000.0
2277,179500.0
2278,175500.0
2279,115000.0
2280,142500.0
2281,181000.0
2282,123000.0
2283,88000.0
2284,113000.0
2285,144000.0
2286,110000.0
2287,426000.0
2288,157000.0
2289,237500.0
2290,360000.0
2291,345000.0
2292,301500.0
2293,466500.0
2294,325000.0
2295,217000.0
2296,181000.0
2297,140000.0
2298,139600.0
2299,582933.0
2300,235000.0
2301,181000.0
2302,147000.0
2303,370878.0
2304,142000.0
2305,196000.0
2306,196000.0
2307,254000.0
2308,209500.0
2309,287090.0
2310,254000.0
2311,171750.0
2312,174000.0
2313,141000.0
2314,158900.0
2315,215200.0
2316,105000.0
2317,164500.0
2318,185900.0
2319,184000.0
2320,140000.0
2321,286000.0
2322,172500.0
2323,160000.0
2324,155835.0
2325,230500.0
2326,179900.0
2327,216500.0
2328,208500.0
2329,139000.0
2330,140000.0
2331,240000.0
2332,325624.0
2333,90000.0
2334,266000.0
2335,135000.0
2336,126000.0
2337,140000.0
2338,262280.0
2339,174000.0
2340,394617.0
2341,167000.0
2342,174000.0
2343,144500.0
2344,160000.0
2345,145900.0
2346,185000.0
2347,181134.0
2348,210000.0
2349,155835.0
2350,231500.0
2351,204000.0
2352,157000.0
2353,341000.0
2354,141000.0
2355,152000.0
2356,141000.0
2357,213000.0
2358,238000.0
2359,105900.0
2360,112500.0
2361,133000.0
2362,104900.0
2363,93500.0
2364,129500.0
2365,196000.0
2366,160200.0
2367,264561.0
2368,181000.0
2369,209500.0
2370,179400.0
2371,168500.0
2372,130000.0
2373,179500.0
2374,205000.0
2375,270000.0
2376,386250.0
2377,217000.0
2378,158000.0
2379,239799.0
2380,145000.0
2381,108959.0
2382,340000.0
2383,293077.0
2384,205000.0
2385,140000.0
2386,150000.0
2387,93000.0
2388,170000.0
2389,139400.0
2390,142000.0
2391,138000.0
2392,129000.0
2393,148000.0
2394,147000.0
2395,208500.0
2396,145250.0
2397,215000.0
2398,144000.0
2399,148800.0
2400,60000.0
2401,117000.0
2402,140000.0
2403,124000.0
2404,171500.0
2405,181500.0
2406,124000.0
2407,142500.0
2408,155000.0
2409,124000.0
2410,100000.0
2411,122000.0
2412,348000.0
2413,143000.0
2414,197000.0
2415,124000.0
2416,149000.0
2417,91300.0
2418,125000.0
2419,98300.0
2420,110000.0
2421,293077.0
2422,152000.0
2423,244000.0
2424,235000.0
2425,240000.0
2426,212000.0
2427,135000.0
2428,148000.0
2429,144000.0
2430,119000.0
2431,135000.0
2432,133700.0
2433,207500.0
2434,176000.0
2435,250580.0
2436,164000.0
2437,103000.0
2438,130000.0
2439,110000.0
2440,112000.0
2441,144000.0
2442,135875.0
2443,157000.0
2444,185000.0
2445,128000.0
2446,187000.0
2447,239900.0
2448,137000.0
2449,106000.0
2450,118400.0
2451,135000.0
2452,265979.0
2453,100000.0
2454,165000.0
2455,129000.0
2456,166000.0
2457,128000.0
2458,37900.0
2459,117000.0
2460,128000.0
2461,115000.0
2462,88000.0
2463,125500.0
2464,179500.0
2465,215200.0
2466,119000.0
2467,105000.0
2468,104000.0
2469,140200.0
2470,325000.0
2471,186500.0
2472,265000.0
2473,90350.0
2474,197900.0
2475,104900.0
2476,144500.0
2477,223500.0
2478,232600.0
2479,156000.0
2480,156000.0
2481,131500.0
2482,227000.0
2483,129000.0
2484,119000.0
2485,129000.0
2486,165000.0
2487,320000.0
2488,125500.0
2489,180000.0
2490,142000.0
2491,80000.0
2492,230500.0
2493,176000.0
2494,215000.0
2495,245500.0
2496,217000.0
2497,135500.0
2498,128000.0
2499,132000.0
2500,135875.0
2501,120000.0
2502,194500.0
2503,140000.0
2504,280000.0
2505,194500.0
2506,232000.0
2507,285000.0
2508,213250.0
2509,262280.0
2510,213000.0
2511,179200.0
2512,204000.0
2513,181000.0
2514,222000.0
2515,140000.0
2516,40000.0
2517,132500.0
2518,84500.0
2519,139000.0
2520,128500.0
2521,187000.0
2522,115000.0
2523,144000.0
2524,89500.0
2525,134500.0
2526,80000.0
2527,142500.0
2528,128500.0
2529,129000.0
2530,105000.0
2531,285000.0
2532,115000.0
2533,205950.0
2534,157000.0
2535,274000.0
2536,221000.0
2537,170000.0
2538,126000.0
2539,157000.0
2540,185000.0
2541,163990.0
2542,141000.0
2543,61000.0
2544,93000.0
2545,231500.0
2546,134000.0
2547,145000.0
2548,165000.0
2549,103600.0
2550,160000.0
2551,144333.33333333334
2552,139000.0
2553,82000.0
2554,205000.0
2555,109000.0
2556,133000.0
2557,115000.0
2558,200000.0
2559,250580.0
2560,127000.0
2561,164500.0
2562,115000.0
2563,103600.0
2564,145000.0
2565,235000.0
2566,169500.0
2567,73000.0
2568,186700.0
2569,157500.0
2570,91000.0
2571,215000.0
2572,144000.0
2573,197900.0
2574,217000.0
2575,103600.0
2576,130000.0
2577,108000.0
2578,115000.0
2579,110000.0
2580,106000.0
2581,132000.0
2582,117000.0
2583,392500.0
2584,108959.0
2585,166000.0
2586,260000.0
2587,167000.0
2588,124000.0
2589,124000.0
2590,246578.0
2591,217000.0
2592,193500.0
2593,262500.0
2594,134450.0
2595,180000.0
2596,394617.0
2597,213000.0
2598,290000.0
2599,315000.0
2600,242000.0
2601,135960.0
2602,124000.0
2603,92000.0
2604,124000.0
2605,83500.0
2606,127500.0
2607,157000.0
2608,168000.0
2609,185900.0
2610,85000.0
2611,215000.0
2612,145000.0
2613,118500.0
2614,115000.0
2615,145000.0
2616,115000.0
2617,239000.0
2618,260000.0
2619,315000.0
2620,227000.0
2621,269500.0
2622,187000.0
2623,280000.0
2624,325000.0
2625,380000.0
2626,134000.0
2627,162000.0
2628,333168.0
2629,295000.0
2630,187500.0
2631,437154.0
2632,320000.0
2633,367294.0
2634,315000.0
2635,155000.0
2636,139500.0
2637,142125.0
2638,140000.0
2639,205000.0
2640,131400.0
2641,105000.0
2642,187500.0
2643,88000.0
2644,125000.0
2645,88000.0
2646,100500.0
2647,88000.0
2648,133750.0
2649,250580.0
2650,144000.0
2651,173000.0
2652,582933.0
2653,260000.0
2654,240000.0
2655,190000.0
2656,240000.0
2657,150000.0
2658,193500.0
2659,310000.0
2660,262280.0
2661,139600.0
2662,275000.0
2663,438780.0
2664,264561.0
2665,193500.0
2666,278000.0
2667,155835.0
2668,155835.0
2669,164500.0
2670,135000.0
2671,179540.0
2672,178740.0
2673,213490.0
2674,192500.0
2675,134000.0
2676,187000.0
2677,230000.0
2678,164000.0
2679,187000.0
2680,136900.0
2681,124000.0
2682,341000.0
2683,556581.0
2684,341000.0
2685,274000.0
2686,195000.0
2687,260000.0
2688,230500.0
2689,153000.0
2690,378500.0
2691,205950.0
2692,152000.0
2693,159000.0
2694,142500.0
2695,216500.0
2696,216000.0
2697,201000.0
2698,187000.0
2699,250580.0
2700,194000.0
2701,120000.0
2702,135500.0
2703,112000.0
2704,178000.0
2705,145000.0
2706,115000.0
2707,109008.0
2708,151500.0
2709,129000.0
2710,106500.0
2711,244000.0
2712,250000.0
2713,160200.0
2714,147400.0
2715,160000.0
2716,164500.0
2717,227000.0
2718,262500.0
2719,142000.0
2720,161500.0
2721,136500.0
2722,102776.0
2723,127500.0
2724,123000.0
2725,136500.0
2726,140000.0
2727,262500.0
2728,174000.0
2729,179540.0
2730,157000.0
2731,110000.0
2732,128900.0
2733,181900.0
2734,248900.0
2735,187000.0
2736,194500.0
2737,119500.0
2738,124000.0
2739,155000.0
2740,128900.0
2741,185850.0
2742,161500.0
2743,163000.0
2744,145000.0
2745,136500.0
2746,137000.0
2747,175000.0
2748,107000.0
2749,117000.0
2750,149900.0
2751,141000.0
2752,301500.0
2753,165000.0
2754,320000.0
2755,123000.0
2756,110000.0
2757,110000.0
2758,60000.0
2759,165400.0
2760,139000.0
2761,145000.0
2762,178000.0
2763,180000.0
2764,203000.0
2765,315000.0
2766,188700.0
2767,91300.0
2768,124000.0
2769,123500.0
2770,133700.0
2771,120500.0
2772,127000.0
2773,275500.0
2774,198900.0
2775,135900.0
2776,237000.0
2777,115000.0
2778,164500.0
2779,98000.0
2780,156000.0
2781,110000.0
2782,129000.0
2783,184000.0
2784,108500.0
2785,93000.0
2786,34900.0
2787,144000.0
2788,110000.0
2789,162900.0
2790,98000.0
2791,128500.0
2792,135875.0
2793,135000.0
2794,128000.0
2795,128000.0
2796,118500.0
2797,143000.0
2798,187000.0
2799,81000.0
2800,100000.0
2801,149900.0
2802,280000.0
2803,257000.0
2804,215000.0
2805,89500.0
2806,103200.0
2807,108480.0
2808,223500.0
2809,82000.0
2810,154000.0
2811,270000.0
2812,90000.0
2813,144000.0
2814,144000.0
2815,133500.0
2816,319000.0
2817,137000.0
2818,96500.0
2819,147250.0
2820,168500.0
2821,114500.0
2822,235000.0
2823,257500.0
2824,232000.0
2825,318000.0
2826,151000.0
2827,136900.0
2828,240000.0
2829,118000.0
2830,328000.0
2831,185000.0
2832,190000.0
2833,235128.0
2834,139500.0
2835,232000.0
2836,210000.0
2837,165000.0
2838,155000.0
2839,177000.0
2840,250580.0
2841,187000.0
2842,231500.0
2843,185000.0
2844,171500.0
2845,129000.0
2846,125000.0
2847,187000.0
2848,140000.0
2849,208500.0
2850,205000.0
2851,280000.0
2852,161500.0
2853,139500.0
2854,142000.0
2855,136500.0
2856,168500.0
2857,173000.0
2858,160000.0
2859,173900.0
2860,139000.0
2861,135000.0
2862,145000.0
2863,124000.0
2864,234000.0
2865,144333.33333333334
2866,132500.0
2867,66500.0
2868,183200.0
2869,98000.0
2870,282922.0
2871,236000.0
2872,34900.0
2873,129500.0
2874,151000.0
2875,114500.0
2876,103600.0
2877,116000.0
2878,163900.0
2879,134500.0
2880,132500.0
2881,168000.0
2882,134432.0
2883,241000.0
2884,231500.0
2885,190000.0
2886,342643.0
2887,205000.0
2888,136500.0
2889,34900.0
2890,72500.0
2891,108000.0
2892,80000.0
2893,219500.0
2894,155000.0
2895,275000.0
2896,275000.0
2897,215000.0
2898,145000.0
2899,265900.0
2900,145000.0
2901,256000.0
2902,250580.0
2903,360000.0
2904,314813.0
2905,215000.0
2906,226000.0
2907,115000.0
2908,130000.0
2909,157000.0
2910,80000.0
2911,124000.0
2912,265979.0
2913,124000.0
2914,124000.0
2915,124000.0
2916,83500.0
2917,215000.0
2918,129000.0
2919,250000.0
